Nivel de formación alcanzado	Sexo	Comunidades y Ciudades Autónomas	Periodo	Total
Analfabetos	Hombres	09 Cataluña	2014T4	1,1
Analfabetos	Hombres	09 Cataluña	2014T3	1,0
Analfabetos	Hombres	09 Cataluña	2014T2	0,8
Analfabetos	Hombres	09 Cataluña	2014T1	0,8
Analfabetos	Hombres	10 Comunitat Valenciana	2023T3	0,8
Analfabetos	Hombres	10 Comunitat Valenciana	2023T2	0,7
Analfabetos	Hombres	10 Comunitat Valenciana	2023T1	0,8
Analfabetos	Hombres	10 Comunitat Valenciana	2022T4	0,9
Analfabetos	Hombres	10 Comunitat Valenciana	2022T3	1,0
Analfabetos	Hombres	10 Comunitat Valenciana	2022T2	0,9
Analfabetos	Hombres	10 Comunitat Valenciana	2022T1	1,0
Analfabetos	Hombres	10 Comunitat Valenciana	2021T4	0,9
Analfabetos	Hombres	10 Comunitat Valenciana	2021T3	1,0
Analfabetos	Hombres	10 Comunitat Valenciana	2021T2	0,9
Analfabetos	Hombres	10 Comunitat Valenciana	2021T1	0,9
Analfabetos	Hombres	10 Comunitat Valenciana	2020T4	0,8
Analfabetos	Hombres	10 Comunitat Valenciana	2020T3	0,8
Analfabetos	Hombres	10 Comunitat Valenciana	2020T2	0,9
Analfabetos	Hombres	10 Comunitat Valenciana	2020T1	1,0
Analfabetos	Hombres	10 Comunitat Valenciana	2019T4	0,9
Analfabetos	Hombres	10 Comunitat Valenciana	2019T3	0,7
Analfabetos	Hombres	10 Comunitat Valenciana	2019T2	0,9
Analfabetos	Hombres	10 Comunitat Valenciana	2019T1	1,0
Analfabetos	Hombres	10 Comunitat Valenciana	2018T4	1,1
Analfabetos	Hombres	10 Comunitat Valenciana	2018T3	1,2
Analfabetos	Hombres	10 Comunitat Valenciana	2018T2	1,1
Analfabetos	Hombres	10 Comunitat Valenciana	2018T1	1,3
Analfabetos	Hombres	10 Comunitat Valenciana	2017T4	1,1
Analfabetos	Hombres	10 Comunitat Valenciana	2017T3	1,2
Analfabetos	Hombres	10 Comunitat Valenciana	2017T2	1,0
Analfabetos	Hombres	10 Comunitat Valenciana	2017T1	1,0
Analfabetos	Hombres	10 Comunitat Valenciana	2016T4	1,3
Analfabetos	Hombres	10 Comunitat Valenciana	2016T3	1,3
Analfabetos	Hombres	10 Comunitat Valenciana	2016T2	1,2
Analfabetos	Hombres	10 Comunitat Valenciana	2016T1	1,1
Analfabetos	Hombres	10 Comunitat Valenciana	2015T4	1,0
Analfabetos	Hombres	10 Comunitat Valenciana	2015T3	1,1
Analfabetos	Hombres	10 Comunitat Valenciana	2015T2	1,0
Analfabetos	Hombres	10 Comunitat Valenciana	2015T1	1,2
Analfabetos	Hombres	10 Comunitat Valenciana	2014T4	1,1
Analfabetos	Hombres	10 Comunitat Valenciana	2014T3	1,1
Analfabetos	Hombres	10 Comunitat Valenciana	2014T2	1,2
Analfabetos	Hombres	10 Comunitat Valenciana	2014T1	1,3
Analfabetos	Hombres	11 Extremadura	2023T3	1,5
Analfabetos	Hombres	11 Extremadura	2023T2	1,5
Analfabetos	Hombres	11 Extremadura	2023T1	1,5
Analfabetos	Hombres	11 Extremadura	2022T4	1,6
Analfabetos	Hombres	11 Extremadura	2022T3	1,8
Analfabetos	Hombres	11 Extremadura	2022T2	1,5
Analfabetos	Hombres	11 Extremadura	2022T1	1,2
Analfabetos	Hombres	11 Extremadura	2021T4	1,4
Analfabetos	Hombres	11 Extremadura	2021T3	1,5
Analfabetos	Hombres	11 Extremadura	2021T2	1,7
Analfabetos	Hombres	11 Extremadura	2021T1	1,7
Analfabetos	Hombres	11 Extremadura	2020T4	2,0
Analfabetos	Hombres	11 Extremadura	2020T3	1,9
Analfabetos	Hombres	11 Extremadura	2020T2	1,4
Analfabetos	Hombres	11 Extremadura	2020T1	2,0
Analfabetos	Hombres	11 Extremadura	2019T4	2,3
Analfabetos	Hombres	11 Extremadura	2019T3	2,1
Analfabetos	Hombres	11 Extremadura	2019T2	2,2
Analfabetos	Hombres	11 Extremadura	2019T1	2,3
Analfabetos	Hombres	11 Extremadura	2018T4	2,4
Analfabetos	Hombres	11 Extremadura	2018T3	2,3
Analfabetos	Hombres	11 Extremadura	2018T2	2,1
Analfabetos	Hombres	11 Extremadura	2018T1	1,9
Analfabetos	Hombres	11 Extremadura	2017T4	1,8
Analfabetos	Hombres	11 Extremadura	2017T3	1,8
Analfabetos	Hombres	11 Extremadura	2017T2	1,9
Analfabetos	Hombres	11 Extremadura	2017T1	2,1
Analfabetos	Hombres	11 Extremadura	2016T4	1,7
Analfabetos	Hombres	11 Extremadura	2016T3	1,9
Analfabetos	Hombres	11 Extremadura	2016T2	1,7
Analfabetos	Hombres	11 Extremadura	2016T1	1,5
Analfabetos	Hombres	11 Extremadura	2015T4	1,9
Analfabetos	Hombres	11 Extremadura	2015T3	1,7
Analfabetos	Hombres	11 Extremadura	2015T2	1,9
Analfabetos	Hombres	11 Extremadura	2015T1	2,1
Analfabetos	Hombres	11 Extremadura	2014T4	2,3
Analfabetos	Hombres	11 Extremadura	2014T3	2,0
Analfabetos	Hombres	11 Extremadura	2014T2	2,4
Analfabetos	Hombres	11 Extremadura	2014T1	2,2
Analfabetos	Hombres	12 Galicia	2023T3	0,5
Analfabetos	Hombres	12 Galicia	2023T2	0,7
Analfabetos	Hombres	12 Galicia	2023T1	0,7
Analfabetos	Hombres	12 Galicia	2022T4	0,7
Analfabetos	Hombres	12 Galicia	2022T3	0,7
Analfabetos	Hombres	12 Galicia	2022T2	0,7
Analfabetos	Hombres	12 Galicia	2022T1	0,6
Analfabetos	Hombres	12 Galicia	2021T4	0,4
Analfabetos	Hombres	12 Galicia	2021T3	0,5
Analfabetos	Hombres	12 Galicia	2021T2	0,5
Analfabetos	Hombres	12 Galicia	2021T1	0,5
Analfabetos	Hombres	12 Galicia	2020T4	0,5
Analfabetos	Hombres	12 Galicia	2020T3	0,6
Analfabetos	Hombres	12 Galicia	2020T2	0,7
Analfabetos	Hombres	12 Galicia	2020T1	0,7
Analfabetos	Hombres	12 Galicia	2019T4	0,7
Analfabetos	Hombres	12 Galicia	2019T3	0,8
Analfabetos	Hombres	12 Galicia	2019T2	0,7
Analfabetos	Hombres	12 Galicia	2019T1	0,7
Analfabetos	Hombres	12 Galicia	2018T4	0,6
Analfabetos	Hombres	12 Galicia	2018T3	0,7
Analfabetos	Hombres	12 Galicia	2018T2	0,7
Analfabetos	Hombres	12 Galicia	2018T1	0,7
Analfabetos	Hombres	12 Galicia	2017T4	0,8
Analfabetos	Hombres	12 Galicia	2017T3	0,7
Analfabetos	Hombres	12 Galicia	2017T2	0,7
Analfabetos	Hombres	12 Galicia	2017T1	0,8
Analfabetos	Hombres	12 Galicia	2016T4	0,8
Analfabetos	Hombres	12 Galicia	2016T3	0,7
Analfabetos	Hombres	12 Galicia	2016T2	0,8
Analfabetos	Hombres	12 Galicia	2016T1	0,8
