Tipo de infracción;Comunidades y ciudades autónomas;Periodo;Total
Amenazas;Aragón;2015;117
Amenazas;Asturias, Principado de;2022;233
Amenazas;Asturias, Principado de;2021;197
Amenazas;Asturias, Principado de;2020;133
Amenazas;Asturias, Principado de;2019;191
Amenazas;Asturias, Principado de;2018;183
Amenazas;Asturias, Principado de;2017;189
Amenazas;Asturias, Principado de;2016;162
Amenazas;Asturias, Principado de;2015;143
Amenazas;Balears, Illes;2022;284
Amenazas;Balears, Illes;2021;291
Amenazas;Balears, Illes;2020;226
Amenazas;Balears, Illes;2019;328
Amenazas;Balears, Illes;2018;299
Amenazas;Balears, Illes;2017;283
Amenazas;Balears, Illes;2016;295
Amenazas;Balears, Illes;2015;248
Amenazas;Canarias;2022;667
Amenazas;Canarias;2021;648
Amenazas;Canarias;2020;503
Amenazas;Canarias;2019;604
Amenazas;Canarias;2018;549
Amenazas;Canarias;2017;466
Amenazas;Canarias;2016;434
Amenazas;Canarias;2015;423
Amenazas;Cantabria;2022;116
Amenazas;Cantabria;2021;113
Amenazas;Cantabria;2020;79
Amenazas;Cantabria;2019;92
Amenazas;Cantabria;2018;114
Amenazas;Cantabria;2017;83
Amenazas;Cantabria;2016;101
Amenazas;Cantabria;2015;68
Amenazas;Castilla y León;2022;417
Amenazas;Castilla y León;2021;376
Amenazas;Castilla y León;2020;256
Amenazas;Castilla y León;2019;342
Amenazas;Castilla y León;2018;332
Amenazas;Castilla y León;2017;332
Amenazas;Castilla y León;2016;359
Amenazas;Castilla y León;2015;338
Amenazas;Castilla - La Mancha;2022;376
Amenazas;Castilla - La Mancha;2021;359
Amenazas;Castilla - La Mancha;2020;263
Amenazas;Castilla - La Mancha;2019;317
Amenazas;Castilla - La Mancha;2018;342
Amenazas;Castilla - La Mancha;2017;363
Amenazas;Castilla - La Mancha;2016;335
Amenazas;Castilla - La Mancha;2015;360
Amenazas;Cataluña;2022;1.021
Amenazas;Cataluña;2021;984
Amenazas;Cataluña;2020;700
Amenazas;Cataluña;2019;837
Amenazas;Cataluña;2018;847
Amenazas;Cataluña;2017;749
Amenazas;Cataluña;2016;790
Amenazas;Cataluña;2015;801
Amenazas;Comunitat Valenciana;2022;1.439
Amenazas;Comunitat Valenciana;2021;1.312
Amenazas;Comunitat Valenciana;2020;960
Amenazas;Comunitat Valenciana;2019;1.150
Amenazas;Comunitat Valenciana;2018;1.123
Amenazas;Comunitat Valenciana;2017;1.018
Amenazas;Comunitat Valenciana;2016;1.005
Amenazas;Comunitat Valenciana;2015;959
Amenazas;Extremadura;2022;253
Amenazas;Extremadura;2021;245
Amenazas;Extremadura;2020;196
Amenazas;Extremadura;2019;206
Amenazas;Extremadura;2018;182
Amenazas;Extremadura;2017;198
Amenazas;Extremadura;2016;201
Amenazas;Extremadura;2015;193
Amenazas;Galicia;2022;402
Amenazas;Galicia;2021;336
Amenazas;Galicia;2020;252
Amenazas;Galicia;2019;343
Amenazas;Galicia;2018;380
Amenazas;Galicia;2017;316
Amenazas;Galicia;2016;278
Amenazas;Galicia;2015;297
Amenazas;Madrid, Comunidad de;2022;721
Amenazas;Madrid, Comunidad de;2021;597
Amenazas;Madrid, Comunidad de;2020;452
Amenazas;Madrid, Comunidad de;2019;631
Amenazas;Madrid, Comunidad de;2018;537
Amenazas;Madrid, Comunidad de;2017;565
Amenazas;Madrid, Comunidad de;2016;529
Amenazas;Madrid, Comunidad de;2015;512
Amenazas;Murcia, Región de;2022;492
Amenazas;Murcia, Región de;2021;433
Amenazas;Murcia, Región de;2020;271
Amenazas;Murcia, Región de;2019;316
Amenazas;Murcia, Región de;2018;341
Amenazas;Murcia, Región de;2017;288
Amenazas;Murcia, Región de;2016;283
Amenazas;Murcia, Región de;2015;252
Amenazas;Navarra, Comunidad Foral de;2022;116
Amenazas;Navarra, Comunidad Foral de;2021;91
Amenazas;Navarra, Comunidad Foral de;2020;59
Amenazas;Navarra, Comunidad Foral de;2019;75
Amenazas;Navarra, Comunidad Foral de;2018;63
Amenazas;Navarra, Comunidad Foral de;2017;68
Amenazas;Navarra, Comunidad Foral de;2016;75
Amenazas;Navarra, Comunidad Foral de;2015;57
Amenazas;País Vasco;2022;473
Amenazas;País Vasco;2021;386
Amenazas;País Vasco;2020;290
Amenazas;País Vasco;2019;381
Amenazas;País Vasco;2018;297
Amenazas;País Vasco;2017;251
Amenazas;País Vasco;2016;242
Amenazas;País Vasco;2015;277
Amenazas;Rioja, La;2022;76
Amenazas;Rioja, La;2021;58
Amenazas;Rioja, La;2020;31
Amenazas;Rioja, La;2019;53
Amenazas;Rioja, La;2018;56
Amenazas;Rioja, La;2017;55
Amenazas;Rioja, La;2016;44
Amenazas;Rioja, La;2015;44
Amenazas;Ceuta;2022;22
Amenazas;Ceuta;2021;8
Amenazas;Ceuta;2020;14
Amenazas;Ceuta;2019;16
Amenazas;Ceuta;2018;15
Amenazas;Ceuta;2017;16
Amenazas;Ceuta;2016;12
Amenazas;Ceuta;2015;14
Amenazas;Melilla;2022;25
Amenazas;Melilla;2021;22
Amenazas;Melilla;2020;11
Amenazas;Melilla;2019;16
Amenazas;Melilla;2018;14
Amenazas;Melilla;2017;17
Amenazas;Melilla;2016;16
Amenazas;Melilla;2015;16
Coacciones;Andalucía;2022;413
Coacciones;Andalucía;2021;355
Coacciones;Andalucía;2020;229
Coacciones;Andalucía;2019;302
Coacciones;Andalucía;2018;250
Coacciones;Andalucía;2017;206
Coacciones;Andalucía;2016;212
Coacciones;Andalucía;2015;178
Coacciones;Aragón;2022;67
Coacciones;Aragón;2021;70
Coacciones;Aragón;2020;43
Coacciones;Aragón;2019;44
Coacciones;Aragón;2018;49
Coacciones;Aragón;2017;32
Coacciones;Aragón;2016;31
Coacciones;Aragón;2015;29
Coacciones;Asturias, Principado de;2022;70
Coacciones;Asturias, Principado de;2021;58
Coacciones;Asturias, Principado de;2020;24
Coacciones;Asturias, Principado de;2019;46
Coacciones;Asturias, Principado de;2018;32
Coacciones;Asturias, Principado de;2017;24
Coacciones;Asturias, Principado de;2016;41
Coacciones;Asturias, Principado de;2015;34
Coacciones;Balears, Illes;2022;206
Coacciones;Balears, Illes;2021;219
Coacciones;Balears, Illes;2020;172
Coacciones;Balears, Illes;2019;189
Coacciones;Balears, Illes;2018;151
Coacciones;Balears, Illes;2017;152
Coacciones;Balears, Illes;2016;165
Coacciones;Balears, Illes;2015;117
Coacciones;Canarias;2022;168
Coacciones;Canarias;2021;138
Coacciones;Canarias;2020;85
Coacciones;Canarias;2019;81
Coacciones;Canarias;2018;80
Coacciones;Canarias;2017;66
Coacciones;Canarias;2016;72
Coacciones;Canarias;2015;92
Coacciones;Cantabria;2022;19
Coacciones;Cantabria;2021;24
Coacciones;Cantabria;2020;14
Coacciones;Cantabria;2019;35
Coacciones;Cantabria;2018;35
Coacciones;Cantabria;2017;29
Coacciones;Cantabria;2016;20
Coacciones;Cantabria;2015;14
Coacciones;Castilla y León;2022;137
Coacciones;Castilla y León;2021;114
Coacciones;Castilla y León;2020;60
Coacciones;Castilla y León;2019;79
Coacciones;Castilla y León;2018;63
Coacciones;Castilla y León;2017;74
Coacciones;Castilla y León;2016;55
Coacciones;Castilla y León;2015;57
Coacciones;Castilla - La Mancha;2022;88
Coacciones;Castilla - La Mancha;2021;68
Coacciones;Castilla - La Mancha;2020;45
Coacciones;Castilla - La Mancha;2019;52
Coacciones;Castilla - La Mancha;2018;55
Coacciones;Castilla - La Mancha;2017;43
Coacciones;Castilla - La Mancha;2016;55
Coacciones;Castilla - La Mancha;2015;48
Coacciones;Cataluña;2022;215
Coacciones;Cataluña;2021;241
Coacciones;Cataluña;2020;142
Coacciones;Cataluña;2019;136
Coacciones;Cataluña;2018;143
Coacciones;Cataluña;2017;128
Coacciones;Cataluña;2016;135
Coacciones;Cataluña;2015;161
Coacciones;Comunitat Valenciana;2022;307
Coacciones;Comunitat Valenciana;2021;287
Coacciones;Comunitat Valenciana;2020;181
Coacciones;Comunitat Valenciana;2019;200
Coacciones;Comunitat Valenciana;2018;175
Coacciones;Comunitat Valenciana;2017;168
Coacciones;Comunitat Valenciana;2016;177
Coacciones;Comunitat Valenciana;2015;170
Coacciones;Extremadura;2022;85
Coacciones;Extremadura;2021;66
Coacciones;Extremadura;2020;47
Coacciones;Extremadura;2019;68
Coacciones;Extremadura;2018;51
Coacciones;Extremadura;2017;31
Coacciones;Extremadura;2016;41
Coacciones;Extremadura;2015;58
Coacciones;Galicia;2022;156
Coacciones;Galicia;2021;117
Coacciones;Galicia;2020;86
Coacciones;Galicia;2019;110
Coacciones;Galicia;2018;113
Coacciones;Galicia;2017;93
Coacciones;Galicia;2016;105
Coacciones;Galicia;2015;81
Coacciones;Madrid, Comunidad de;2022;256
Coacciones;Madrid, Comunidad de;2021;207
Coacciones;Madrid, Comunidad de;2020;118
Coacciones;Madrid, Comunidad de;2019;162
Coacciones;Madrid, Comunidad de;2018;127
Coacciones;Madrid, Comunidad de;2017;145
Coacciones;Madrid, Comunidad de;2016;162
Coacciones;Madrid, Comunidad de;2015;149
Coacciones;Murcia, Región de;2022;100
Coacciones;Murcia, Región de;2021;99
Coacciones;Murcia, Región de;2020;69
Coacciones;Murcia, Región de;2019;77
Coacciones;Murcia, Región de;2018;74
Coacciones;Murcia, Región de;2017;55
Coacciones;Murcia, Región de;2016;53
Coacciones;Murcia, Región de;2015;63
Coacciones;Navarra, Comunidad Foral de;2022;51
Coacciones;Navarra, Comunidad Foral de;2021;33
Coacciones;Navarra, Comunidad Foral de;2020;18
Coacciones;Navarra, Comunidad Foral de;2019;20
Coacciones;Navarra, Comunidad Foral de;2018;18
Coacciones;Navarra, Comunidad Foral de;2017;13
Coacciones;Navarra, Comunidad Foral de;2016;14
Coacciones;Navarra, Comunidad Foral de;2015;27
Coacciones;País Vasco;2022;241
Coacciones;País Vasco;2021;175
Coacciones;País Vasco;2020;110
Coacciones;País Vasco;2019;131
Coacciones;País Vasco;2018;108
Coacciones;País Vasco;2017;85
Coacciones;País Vasco;2016;97
Coacciones;País Vasco;2015;81
Coacciones;Rioja, La;2022;26
Coacciones;Rioja, La;2021;35
Coacciones;Rioja, La;2020;20
Coacciones;Rioja, La;2019;10
Coacciones;Rioja, La;2018;18
Coacciones;Rioja, La;2017;11
Coacciones;Rioja, La;2016;16
Coacciones;Rioja, La;2015;11
Coacciones;Ceuta;2022;1
Coacciones;Ceuta;2021;1
Coacciones;Ceuta;2020;0
Coacciones;Ceuta;2019;0
Coacciones;Ceuta;2018;2
Coacciones;Ceuta;2017;2
Coacciones;Ceuta;2016;1
Coacciones;Ceuta;2015;1
Coacciones;Melilla;2022;4
Coacciones;Melilla;2021;3
Coacciones;Melilla;2020;0
Coacciones;Melilla;2019;6
Coacciones;Melilla;2018;3
Coacciones;Melilla;2017;2
Coacciones;Melilla;2016;1
Coacciones;Melilla;2015;0
Torturas e integridad moral;Andalucía;2022;1.934
Torturas e integridad moral;Andalucía;2021;1.943
Torturas e integridad moral;Andalucía;2020;1.549
Torturas e integridad moral;Andalucía;2019;1.744
Torturas e integridad moral;Andalucía;2018;1.669
Torturas e integridad moral;Andalucía;2017;1.541
Torturas e integridad moral;Andalucía;2016;1.346
Torturas e integridad moral;Andalucía;2015;779
Torturas e integridad moral;Aragón;2022;219
Torturas e integridad moral;Aragón;2021;212
Torturas e integridad moral;Aragón;2020;202
Torturas e integridad moral;Aragón;2019;225
Torturas e integridad moral;Aragón;2018;252
Torturas e integridad moral;Aragón;2017;182
Torturas e integridad moral;Aragón;2016;137
Torturas e integridad moral;Aragón;2015;48
Torturas e integridad moral;Asturias, Principado de;2022;201
Torturas e integridad moral;Asturias, Principado de;2021;204
Torturas e integridad moral;Asturias, Principado de;2020;132
Torturas e integridad moral;Asturias, Principado de;2019;144
Torturas e integridad moral;Asturias, Principado de;2018;128
Torturas e integridad moral;Asturias, Principado de;2017;104
Torturas e integridad moral;Asturias, Principado de;2016;78
Torturas e integridad moral;Asturias, Principado de;2015;39
Torturas e integridad moral;Balears, Illes;2022;238
Torturas e integridad moral;Balears, Illes;2021;262
Torturas e integridad moral;Balears, Illes;2020;176
Torturas e integridad moral;Balears, Illes;2019;268
Torturas e integridad moral;Balears, Illes;2018;250
Torturas e integridad moral;Balears, Illes;2017;229
Torturas e integridad moral;Balears, Illes;2016;209
Torturas e integridad moral;Balears, Illes;2015;126
Torturas e integridad moral;Canarias;2022;893
Torturas e integridad moral;Canarias;2021;1.011
Torturas e integridad moral;Canarias;2020;760
Torturas e integridad moral;Canarias;2019;780
Torturas e integridad moral;Canarias;2018;769
Torturas e integridad moral;Canarias;2017;745
Torturas e integridad moral;Canarias;2016;632
Torturas e integridad moral;Canarias;2015;349
Torturas e integridad moral;Cantabria;2022;138
Torturas e integridad moral;Cantabria;2021;116
Torturas e integridad moral;Cantabria;2020;83
Torturas e integridad moral;Cantabria;2019;94
Torturas e integridad moral;Cantabria;2018;86
Torturas e integridad moral;Cantabria;2017;76
Torturas e integridad moral;Cantabria;2016;47
Torturas e integridad moral;Cantabria;2015;31
Torturas e integridad moral;Castilla y León;2022;430
Torturas e integridad moral;Castilla y León;2021;354
Torturas e integridad moral;Castilla y León;2020;251
Torturas e integridad moral;Castilla y León;2019;317
Torturas e integridad moral;Castilla y León;2018;264
Torturas e integridad moral;Castilla y León;2017;244
Torturas e integridad moral;Castilla y León;2016;234
Torturas e integridad moral;Castilla y León;2015;148
Torturas e integridad moral;Castilla - La Mancha;2022;336
Torturas e integridad moral;Castilla - La Mancha;2021;299
Torturas e integridad moral;Castilla - La Mancha;2020;178
Torturas e integridad moral;Castilla - La Mancha;2019;276
Torturas e integridad moral;Castilla - La Mancha;2018;240
Torturas e integridad moral;Castilla - La Mancha;2017;219
Torturas e integridad moral;Castilla - La Mancha;2016;189
Torturas e integridad moral;Castilla - La Mancha;2015;126
Torturas e integridad moral;Cataluña;2022;816
Torturas e integridad moral;Cataluña;2021;860
Torturas e integridad moral;Cataluña;2020;655
Torturas e integridad moral;Cataluña;2019;695
Torturas e integridad moral;Cataluña;2018;629
Torturas e integridad moral;Cataluña;2017;568
Torturas e integridad moral;Cataluña;2016;552
Torturas e integridad moral;Cataluña;2015;379
Torturas e integridad moral;Comunitat Valenciana;2022;1.265
Torturas e integridad moral;Comunitat Valenciana;2021;1.190
Torturas e integridad moral;Comunitat Valenciana;2020;909
Torturas e integridad moral;Comunitat Valenciana;2019;1.106
Torturas e integridad moral;Comunitat Valenciana;2018;974
Torturas e integridad moral;Comunitat Valenciana;2017;1.008
Torturas e integridad moral;Comunitat Valenciana;2016;817
Torturas e integridad moral;Comunitat Valenciana;2015;461
Torturas e integridad moral;Extremadura;2022;308
Torturas e integridad moral;Extremadura;2021;301
Torturas e integridad moral;Extremadura;2020;226
Torturas e integridad moral;Extremadura;2019;204
Torturas e integridad moral;Extremadura;2018;174
Torturas e integridad moral;Extremadura;2017;179
Torturas e integridad moral;Extremadura;2016;143
Torturas e integridad moral;Extremadura;2015;90
Torturas e integridad moral;Galicia;2022;432
Torturas e integridad moral;Galicia;2021;397
Torturas e integridad moral;Galicia;2020;239
Torturas e integridad moral;Galicia;2019;302
Torturas e integridad moral;Galicia;2018;247
Torturas e integridad moral;Galicia;2017;228
Torturas e integridad moral;Galicia;2016;168
Torturas e integridad moral;Galicia;2015;108
Torturas e integridad moral;Madrid, Comunidad de;2022;531
Torturas e integridad moral;Madrid, Comunidad de;2021;517
Torturas e integridad moral;Madrid, Comunidad de;2020;403
Torturas e integridad moral;Madrid, Comunidad de;2019;513
Torturas e integridad moral;Madrid, Comunidad de;2018;479
Torturas e integridad moral;Madrid, Comunidad de;2017;398
Torturas e integridad moral;Madrid, Comunidad de;2016;297
Torturas e integridad moral;Madrid, Comunidad de;2015;174
Torturas e integridad moral;Murcia, Región de;2022;302
Torturas e integridad moral;Murcia, Región de;2021;318
Torturas e integridad moral;Murcia, Región de;2020;214
Torturas e integridad moral;Murcia, Región de;2019;229
Torturas e integridad moral;Murcia, Región de;2018;253
Torturas e integridad moral;Murcia, Región de;2017;242
Torturas e integridad moral;Murcia, Región de;2016;209
Torturas e integridad moral;Murcia, Región de;2015;166
Torturas e integridad moral;Navarra, Comunidad Foral de;2022;140
Torturas e integridad moral;Navarra, Comunidad Foral de;2021;109
Torturas e integridad moral;Navarra, Comunidad Foral de;2020;68
Torturas e integridad moral;Navarra, Comunidad Foral de;2019;92
Torturas e integridad moral;Navarra, Comunidad Foral de;2018;71
Torturas e integridad moral;Navarra, Comunidad Foral de;2017;73
Torturas e integridad moral;Navarra, Comunidad Foral de;2016;49
Torturas e integridad moral;Navarra, Comunidad Foral de;2015;29
Torturas e integridad moral;País Vasco;2022;483
Torturas e integridad moral;País Vasco;2021;344
Torturas e integridad moral;País Vasco;2020;239
Torturas e integridad moral;País Vasco;2019;287
Torturas e integridad moral;País Vasco;2018;220
Torturas e integridad moral;País Vasco;2017;199
Torturas e integridad moral;País Vasco;2016;104
Torturas e integridad moral;País Vasco;2015;22
Torturas e integridad moral;Rioja, La;2022;69
Torturas e integridad moral;Rioja, La;2021;50
Torturas e integridad moral;Rioja, La;2020;40
Torturas e integridad moral;Rioja, La;2019;44
Torturas e integridad moral;Rioja, La;2018;47
Torturas e integridad moral;Rioja, La;2017;41
Torturas e integridad moral;Rioja, La;2016;37
Torturas e integridad moral;Rioja, La;2015;19
Torturas e integridad moral;Ceuta;2022;17
Torturas e integridad moral;Ceuta;2021;21
Torturas e integridad moral;Ceuta;2020;15
Torturas e integridad moral;Ceuta;2019;19
Torturas e integridad moral;Ceuta;2018;26
Torturas e integridad moral;Ceuta;2017;8
Torturas e integridad moral;Ceuta;2016;2
Torturas e integridad moral;Ceuta;2015;3
Torturas e integridad moral;Melilla;2022;31
Torturas e integridad moral;Melilla;2021;22
Torturas e integridad moral;Melilla;2020;15
Torturas e integridad moral;Melilla;2019;17
Torturas e integridad moral;Melilla;2018;22
Torturas e integridad moral;Melilla;2017;9
Torturas e integridad moral;Melilla;2016;10
Torturas e integridad moral;Melilla;2015;8
Agresiones sexuales;Andalucía;2022;16
Agresiones sexuales;Andalucía;2021;20
Agresiones sexuales;Andalucía;2020;17
Agresiones sexuales;Andalucía;2019;17
Agresiones sexuales;Andalucía;2018;8
Agresiones sexuales;Andalucía;2017;3
Agresiones sexuales;Andalucía;2016;19
Agresiones sexuales;Andalucía;2015;12
Agresiones sexuales;Aragón;2022;2
Agresiones sexuales;Aragón;2021;1
Agresiones sexuales;Aragón;2020;2
Agresiones sexuales;Aragón;2019;0
Agresiones sexuales;Aragón;2018;0
Agresiones sexuales;Aragón;2017;0
Agresiones sexuales;Aragón;2016;1
Agresiones sexuales;Aragón;2015;0
Agresiones sexuales;Asturias, Principado de;2022;3
Agresiones sexuales;Asturias, Principado de;2021;4
Agresiones sexuales;Asturias, Principado de;2020;4
Agresiones sexuales;Asturias, Principado de;2019;1
Agresiones sexuales;Asturias, Principado de;2018;2
Agresiones sexuales;Asturias, Principado de;2017;0
Agresiones sexuales;Asturias, Principado de;2016;3
Agresiones sexuales;Asturias, Principado de;2015;3
Agresiones sexuales;Balears, Illes;2022;3
Agresiones sexuales;Balears, Illes;2021;0
Agresiones sexuales;Balears, Illes;2020;2
Agresiones sexuales;Balears, Illes;2019;2
Agresiones sexuales;Balears, Illes;2018;0
Agresiones sexuales;Balears, Illes;2017;4
Agresiones sexuales;Balears, Illes;2016;2
Agresiones sexuales;Balears, Illes;2015;1
Agresiones sexuales;Canarias;2022;2
Agresiones sexuales;Canarias;2021;4
Agresiones sexuales;Canarias;2020;3
Agresiones sexuales;Canarias;2019;5
Agresiones sexuales;Canarias;2018;2
Agresiones sexuales;Canarias;2017;3
Agresiones sexuales;Canarias;2016;1
Agresiones sexuales;Canarias;2015;1
Agresiones sexuales;Cantabria;2022;1
Agresiones sexuales;Cantabria;2021;2
Agresiones sexuales;Cantabria;2020;0
Agresiones sexuales;Cantabria;2019;0
Agresiones sexuales;Cantabria;2018;0
Agresiones sexuales;Cantabria;2017;0
Agresiones sexuales;Cantabria;2016;0
Agresiones sexuales;Cantabria;2015;0
Agresiones sexuales;Castilla y León;2022;4
Agresiones sexuales;Castilla y León;2021;4
Agresiones sexuales;Castilla y León;2020;0
Agresiones sexuales;Castilla y León;2019;2
Agresiones sexuales;Castilla y León;2018;1
Agresiones sexuales;Castilla y León;2017;4
Agresiones sexuales;Castilla y León;2016;1
Agresiones sexuales;Castilla y León;2015;2
Agresiones sexuales;Castilla - La Mancha;2022;2
Agresiones sexuales;Castilla - La Mancha;2021;0
Agresiones sexuales;Castilla - La Mancha;2020;1
Agresiones sexuales;Castilla - La Mancha;2019;7
Agresiones sexuales;Castilla - La Mancha;2018;3
Agresiones sexuales;Castilla - La Mancha;2017;3
Agresiones sexuales;Castilla - La Mancha;2016;4
Agresiones sexuales;Castilla - La Mancha;2015;2
Agresiones sexuales;Cataluña;2022;13
Agresiones sexuales;Cataluña;2021;11
Agresiones sexuales;Cataluña;2020;10
Agresiones sexuales;Cataluña;2019;10
Agresiones sexuales;Cataluña;2018;7
Agresiones sexuales;Cataluña;2017;10
Agresiones sexuales;Cataluña;2016;6
Agresiones sexuales;Cataluña;2015;5
Agresiones sexuales;Comunitat Valenciana;2022;10
Agresiones sexuales;Comunitat Valenciana;2021;11
Agresiones sexuales;Comunitat Valenciana;2020;6
Agresiones sexuales;Comunitat Valenciana;2019;12
Agresiones sexuales;Comunitat Valenciana;2018;9
Agresiones sexuales;Comunitat Valenciana;2017;15
Agresiones sexuales;Comunitat Valenciana;2016;11
Agresiones sexuales;Comunitat Valenciana;2015;10
Agresiones sexuales;Extremadura;2022;6
Agresiones sexuales;Extremadura;2021;4
Agresiones sexuales;Extremadura;2020;1
Agresiones sexuales;Extremadura;2019;3
Agresiones sexuales;Extremadura;2018;0
Agresiones sexuales;Extremadura;2017;0
Agresiones sexuales;Extremadura;2016;2
Agresiones sexuales;Extremadura;2015;1
Agresiones sexuales;Galicia;2022;3
Agresiones sexuales;Galicia;2021;2
Agresiones sexuales;Galicia;2020;2
Agresiones sexuales;Galicia;2019;4
Agresiones sexuales;Galicia;2018;2
Agresiones sexuales;Galicia;2017;1
Agresiones sexuales;Galicia;2016;4
Agresiones sexuales;Galicia;2015;6
Agresiones sexuales;Madrid, Comunidad de;2022;7
Agresiones sexuales;Madrid, Comunidad de;2021;6
Agresiones sexuales;Madrid, Comunidad de;2020;3
Agresiones sexuales;Madrid, Comunidad de;2019;6
Agresiones sexuales;Madrid, Comunidad de;2018;8
Agresiones sexuales;Madrid, Comunidad de;2017;7
Agresiones sexuales;Madrid, Comunidad de;2016;8
Agresiones sexuales;Madrid, Comunidad de;2015;5
Agresiones sexuales;Murcia, Región de;2022;9
Agresiones sexuales;Murcia, Región de;2021;6
Agresiones sexuales;Murcia, Región de;2020;2
Agresiones sexuales;Murcia, Región de;2019;4
Agresiones sexuales;Murcia, Región de;2018;1
Agresiones sexuales;Murcia, Región de;2017;0
Agresiones sexuales;Murcia, Región de;2016;0
Agresiones sexuales;Murcia, Región de;2015;1
Agresiones sexuales;Navarra, Comunidad Foral de;2022;2
Agresiones sexuales;Navarra, Comunidad Foral de;2021;6
Agresiones sexuales;Navarra, Comunidad Foral de;2020;0
Agresiones sexuales;Navarra, Comunidad Foral de;2019;2
Agresiones sexuales;Navarra, Comunidad Foral de;2018;1
Agresiones sexuales;Navarra, Comunidad Foral de;2017;2
Agresiones sexuales;Navarra, Comunidad Foral de;2016;0
Agresiones sexuales;Navarra, Comunidad Foral de;2015;1
Agresiones sexuales;País Vasco;2022;8
Agresiones sexuales;País Vasco;2021;5
Agresiones sexuales;País Vasco;2020;2
Agresiones sexuales;País Vasco;2019;1
Agresiones sexuales;País Vasco;2018;1
Agresiones sexuales;País Vasco;2017;3
Agresiones sexuales;País Vasco;2016;1
Agresiones sexuales;País Vasco;2015;0
Agresiones sexuales;Rioja, La;2022;0
Agresiones sexuales;Rioja, La;2021;0
Agresiones sexuales;Rioja, La;2020;0
Agresiones sexuales;Rioja, La;2019;0
Agresiones sexuales;Rioja, La;2018;0
Agresiones sexuales;Rioja, La;2017;0
Agresiones sexuales;Rioja, La;2016;0
Agresiones sexuales;Rioja, La;2015;0
Agresiones sexuales;Ceuta;2022;0
Agresiones sexuales;Ceuta;2021;0
Agresiones sexuales;Ceuta;2020;0
Agresiones sexuales;Ceuta;2019;0
Agresiones sexuales;Ceuta;2018;0
Agresiones sexuales;Ceuta;2017;0
Agresiones sexuales;Ceuta;2016;0
Agresiones sexuales;Ceuta;2015;0
Agresiones sexuales;Melilla;2022;1
Agresiones sexuales;Melilla;2021;0
Agresiones sexuales;Melilla;2020;0
Agresiones sexuales;Melilla;2019;0
Agresiones sexuales;Melilla;2018;0
Agresiones sexuales;Melilla;2017;0
Agresiones sexuales;Melilla;2016;0
Agresiones sexuales;Melilla;2015;0
Abusos sexuales;Andalucía;2022;18
Abusos sexuales;Andalucía;2021;9
Abusos sexuales;Andalucía;2020;4
Abusos sexuales;Andalucía;2019;14
Abusos sexuales;Andalucía;2018;5
Abusos sexuales;Andalucía;2017;7
Abusos sexuales;Andalucía;2016;2
Abusos sexuales;Andalucía;2015;2
Abusos sexuales;Aragón;2022;2
Abusos sexuales;Aragón;2021;2
Abusos sexuales;Aragón;2020;0
Abusos sexuales;Aragón;2019;2
Abusos sexuales;Aragón;2018;1
Abusos sexuales;Aragón;2017;0
Abusos sexuales;Aragón;2016;0
Abusos sexuales;Aragón;2015;0
Abusos sexuales;Asturias, Principado de;2022;2
Abusos sexuales;Asturias, Principado de;2021;1
Abusos sexuales;Asturias, Principado de;2020;1
Abusos sexuales;Asturias, Principado de;2019;1
Abusos sexuales;Asturias, Principado de;2018;1
Abusos sexuales;Asturias, Principado de;2017;0
Abusos sexuales;Asturias, Principado de;2016;1
Abusos sexuales;Asturias, Principado de;2015;0
Abusos sexuales;Balears, Illes;2022;0
Abusos sexuales;Balears, Illes;2021;2
Abusos sexuales;Balears, Illes;2020;1
Abusos sexuales;Balears, Illes;2019;1
Abusos sexuales;Balears, Illes;2018;1
Abusos sexuales;Balears, Illes;2017;0
Abusos sexuales;Balears, Illes;2016;1
Abusos sexuales;Balears, Illes;2015;1
Abusos sexuales;Canarias;2022;0
Abusos sexuales;Canarias;2021;3
Abusos sexuales;Canarias;2020;2
Abusos sexuales;Canarias;2019;4
Abusos sexuales;Canarias;2018;2
Abusos sexuales;Canarias;2017;0
Abusos sexuales;Canarias;2016;2
Abusos sexuales;Canarias;2015;1
Abusos sexuales;Cantabria;2022;0
Abusos sexuales;Cantabria;2021;0
Abusos sexuales;Cantabria;2020;0
Abusos sexuales;Cantabria;2019;0
Abusos sexuales;Cantabria;2018;0
Abusos sexuales;Cantabria;2017;0
Abusos sexuales;Cantabria;2016;0
Abusos sexuales;Cantabria;2015;0
Abusos sexuales;Castilla y León;2022;6
Abusos sexuales;Castilla y León;2021;4
Abusos sexuales;Castilla y León;2020;2
Abusos sexuales;Castilla y León;2019;1
Abusos sexuales;Castilla y León;2018;1
Abusos sexuales;Castilla y León;2017;0
Abusos sexuales;Castilla y León;2016;3
Abusos sexuales;Castilla y León;2015;2
Abusos sexuales;Castilla - La Mancha;2022;1
Abusos sexuales;Castilla - La Mancha;2021;2
Abusos sexuales;Castilla - La Mancha;2020;2
Abusos sexuales;Castilla - La Mancha;2019;1
Abusos sexuales;Castilla - La Mancha;2018;1
Abusos sexuales;Castilla - La Mancha;2017;0
Abusos sexuales;Castilla - La Mancha;2016;2
Abusos sexuales;Castilla - La Mancha;2015;3
Abusos sexuales;Cataluña;2022;7
Abusos sexuales;Cataluña;2021;7
Abusos sexuales;Cataluña;2020;6
Abusos sexuales;Cataluña;2019;3
