año,trimestre,origen_denuncia,provincia,comunidad,total_denuncias
2012,tercero,asistencia_terceros,almeria,andalucia,2
2012,cuarto,victima,almeria,andalucia,5
2012,cuarto,familiar,almeria,andalucia,0
2012,cuarto,policia_victima,almeria,andalucia,338
2012,cuarto,policia_familiar,almeria,andalucia,12
2012,cuarto,intervencion_policial_directa,almeria,andalucia,53
2012,cuarto,parte_lesiones,almeria,andalucia,55
2012,cuarto,asistencia_terceros,almeria,andalucia,6
2013,primero,victima,almeria,andalucia,2
2013,primero,familiar,almeria,andalucia,0
2013,primero,policia_victima,almeria,andalucia,271
2013,primero,policia_familiar,almeria,andalucia,15
2013,primero,intervencion_policial_directa,almeria,andalucia,48
2013,primero,parte_lesiones,almeria,andalucia,46
2013,primero,asistencia_terceros,almeria,andalucia,0
2013,segundo,victima,almeria,andalucia,0
2013,segundo,familiar,almeria,andalucia,0
2013,segundo,policia_victima,almeria,andalucia,538
2013,segundo,policia_familiar,almeria,andalucia,7
2013,segundo,intervencion_policial_directa,almeria,andalucia,14
2013,segundo,parte_lesiones,almeria,andalucia,63
2013,segundo,asistencia_terceros,almeria,andalucia,0
2013,tercero,victima,almeria,andalucia,41
2013,tercero,familiar,almeria,andalucia,0
2013,tercero,policia_victima,almeria,andalucia,388
2013,tercero,policia_familiar,almeria,andalucia,30
2013,tercero,intervencion_policial_directa,almeria,andalucia,33
2013,tercero,parte_lesiones,almeria,andalucia,49
2013,tercero,asistencia_terceros,almeria,andalucia,0
2013,cuarto,victima,almeria,andalucia,27
2013,cuarto,familiar,almeria,andalucia,0
2013,cuarto,policia_victima,almeria,andalucia,406
2013,cuarto,policia_familiar,almeria,andalucia,3
2013,cuarto,intervencion_policial_directa,almeria,andalucia,17
2013,cuarto,parte_lesiones,almeria,andalucia,81
2013,cuarto,asistencia_terceros,almeria,andalucia,0
2014,primero,victima,almeria,andalucia,2
2014,primero,familiar,almeria,andalucia,0
2014,primero,policia_victima,almeria,andalucia,351
2014,primero,policia_familiar,almeria,andalucia,1
2014,primero,intervencion_policial_directa,almeria,andalucia,61
2014,primero,parte_lesiones,almeria,andalucia,87
2014,primero,asistencia_terceros,almeria,andalucia,0
2014,segundo,victima,almeria,andalucia,0
2014,segundo,familiar,almeria,andalucia,0
2014,segundo,policia_victima,almeria,andalucia,447
2014,segundo,policia_familiar,almeria,andalucia,1
2014,segundo,intervencion_policial_directa,almeria,andalucia,14
2014,segundo,parte_lesiones,almeria,andalucia,90
2014,segundo,asistencia_terceros,almeria,andalucia,0
2014,tercero,victima,almeria,andalucia,3
2014,tercero,familiar,almeria,andalucia,3
2014,tercero,policia_victima,almeria,andalucia,420
2014,tercero,policia_familiar,almeria,andalucia,0
2014,tercero,intervencion_policial_directa,almeria,andalucia,9
2014,tercero,parte_lesiones,almeria,andalucia,86
2014,tercero,asistencia_terceros,almeria,andalucia,0
2014,cuarto,victima,almeria,andalucia,42
2014,cuarto,familiar,almeria,andalucia,0
2014,cuarto,policia_victima,almeria,andalucia,353
2014,cuarto,policia_familiar,almeria,andalucia,2
2014,cuarto,intervencion_policial_directa,almeria,andalucia,17
2014,cuarto,parte_lesiones,almeria,andalucia,82
2014,cuarto,asistencia_terceros,almeria,andalucia,13
2015,primero,victima,almeria,andalucia,0
2015,primero,familiar,almeria,andalucia,0
2015,primero,policia_victima,almeria,andalucia,370
2015,primero,policia_familiar,almeria,andalucia,5
2015,primero,intervencion_policial_directa,almeria,andalucia,21
2015,primero,parte_lesiones,almeria,andalucia,119
2015,primero,asistencia_terceros,almeria,andalucia,25
2015,segundo,victima,almeria,andalucia,0
2015,segundo,familiar,almeria,andalucia,0
2015,segundo,policia_victima,almeria,andalucia,364
2015,segundo,policia_familiar,almeria,andalucia,5
2015,segundo,intervencion_policial_directa,almeria,andalucia,36
2015,segundo,parte_lesiones,almeria,andalucia,111
2015,segundo,asistencia_terceros,almeria,andalucia,0
2015,tercero,victima,almeria,andalucia,0
2015,tercero,familiar,almeria,andalucia,0
2015,tercero,policia_victima,almeria,andalucia,443
2015,tercero,policia_familiar,almeria,andalucia,17
2015,tercero,intervencion_policial_directa,almeria,andalucia,52
2015,tercero,parte_lesiones,almeria,andalucia,201
2015,tercero,asistencia_terceros,almeria,andalucia,0
2015,cuarto,victima,almeria,andalucia,4
2015,cuarto,familiar,almeria,andalucia,0
2015,cuarto,policia_victima,almeria,andalucia,345
2015,cuarto,policia_familiar,almeria,andalucia,6
2015,cuarto,intervencion_policial_directa,almeria,andalucia,20
2015,cuarto,parte_lesiones,almeria,andalucia,149
2015,cuarto,asistencia_terceros,almeria,andalucia,13
2016,primero,victima,almeria,andalucia,3
2016,primero,familiar,almeria,andalucia,0
2016,primero,policia_victima,almeria,andalucia,474
2016,primero,policia_familiar,almeria,andalucia,5
2016,primero,intervencion_policial_directa,almeria,andalucia,16
2016,primero,parte_lesiones,almeria,andalucia,165
2016,primero,asistencia_terceros,almeria,andalucia,0
2016,segundo,victima,almeria,andalucia,15
2016,segundo,familiar,almeria,andalucia,0
2016,segundo,policia_victima,almeria,andalucia,476
2016,segundo,policia_familiar,almeria,andalucia,2
2016,segundo,intervencion_policial_directa,almeria,andalucia,37
2016,segundo,parte_lesiones,almeria,andalucia,176
2016,segundo,asistencia_terceros,almeria,andalucia,0
2016,tercero,victima,almeria,andalucia,9
2016,tercero,familiar,almeria,andalucia,0
2016,tercero,policia_victima,almeria,andalucia,482
2016,tercero,policia_familiar,almeria,andalucia,5
2016,tercero,intervencion_policial_directa,almeria,andalucia,73
2016,tercero,parte_lesiones,almeria,andalucia,92
2016,tercero,asistencia_terceros,almeria,andalucia,0
2016,cuarto,victima,almeria,andalucia,3
2016,cuarto,familiar,almeria,andalucia,0
2016,cuarto,policia_victima,almeria,andalucia,512
2016,cuarto,policia_familiar,almeria,andalucia,2
2016,cuarto,intervencion_policial_directa,almeria,andalucia,36
2016,cuarto,parte_lesiones,almeria,andalucia,92
2016,cuarto,asistencia_terceros,almeria,andalucia,0
2017,primero,victima,almeria,andalucia,0
2017,primero,familiar,almeria,andalucia,0
2017,primero,policia_victima,almeria,andalucia,571
2017,primero,policia_familiar,almeria,andalucia,2
2017,primero,intervencion_policial_directa,almeria,andalucia,19
2017,primero,parte_lesiones,almeria,andalucia,113
2017,primero,asistencia_terceros,almeria,andalucia,0
2017,segundo,victima,almeria,andalucia,0
2017,segundo,familiar,almeria,andalucia,0
2017,segundo,policia_victima,almeria,andalucia,740
2017,segundo,policia_familiar,almeria,andalucia,1
2017,segundo,intervencion_policial_directa,almeria,andalucia,75
2017,segundo,parte_lesiones,almeria,andalucia,136
2017,segundo,asistencia_terceros,almeria,andalucia,0
2017,tercero,victima,almeria,andalucia,0
2017,tercero,familiar,almeria,andalucia,0
2017,tercero,policia_victima,almeria,andalucia,655
2017,tercero,policia_familiar,almeria,andalucia,6
2017,tercero,intervencion_policial_directa,almeria,andalucia,73
2017,tercero,parte_lesiones,almeria,andalucia,105
2017,tercero,asistencia_terceros,almeria,andalucia,7
2017,cuarto,victima,almeria,andalucia,0
2017,cuarto,familiar,almeria,andalucia,0
2017,cuarto,policia_victima,almeria,andalucia,593
2017,cuarto,policia_familiar,almeria,andalucia,38
2017,cuarto,intervencion_policial_directa,almeria,andalucia,59
2017,cuarto,parte_lesiones,almeria,andalucia,106
2017,cuarto,asistencia_terceros,almeria,andalucia,0
2018,primero,victima,almeria,andalucia,9
2018,primero,familiar,almeria,andalucia,0
2018,primero,policia_victima,almeria,andalucia,625
2018,primero,policia_familiar,almeria,andalucia,4
2018,primero,intervencion_policial_directa,almeria,andalucia,91
2018,primero,parte_lesiones,almeria,andalucia,78
2018,primero,asistencia_terceros,almeria,andalucia,0
2018,segundo,victima,almeria,andalucia,1
2018,segundo,familiar,almeria,andalucia,0
2018,segundo,policia_victima,almeria,andalucia,695
2018,segundo,policia_familiar,almeria,andalucia,11
2018,segundo,intervencion_policial_directa,almeria,andalucia,40
2018,segundo,parte_lesiones,almeria,andalucia,150
2018,segundo,asistencia_terceros,almeria,andalucia,339
2018,tercero,victima,almeria,andalucia,180
2018,tercero,familiar,almeria,andalucia,6
2018,tercero,policia_victima,almeria,andalucia,560
2018,tercero,policia_familiar,almeria,andalucia,2
2018,tercero,intervencion_policial_directa,almeria,andalucia,71
2018,tercero,parte_lesiones,almeria,andalucia,105
2018,tercero,asistencia_terceros,almeria,andalucia,259
2018,cuarto,victima,almeria,andalucia,9
2018,cuarto,familiar,almeria,andalucia,0
2018,cuarto,policia_victima,almeria,andalucia,635
2018,cuarto,policia_familiar,almeria,andalucia,6
2018,cuarto,intervencion_policial_directa,almeria,andalucia,39
2018,cuarto,parte_lesiones,almeria,andalucia,109
2018,cuarto,asistencia_terceros,almeria,andalucia,328
2019,primero,victima,almeria,andalucia,4
2019,primero,familiar,almeria,andalucia,0
2019,primero,policia_victima,almeria,andalucia,697
2019,primero,policia_familiar,almeria,andalucia,9
2019,primero,intervencion_policial_directa,almeria,andalucia,44
2019,primero,parte_lesiones,almeria,andalucia,102
2019,primero,asistencia_terceros,almeria,andalucia,227
2019,segundo,victima,almeria,andalucia,7
2019,segundo,familiar,almeria,andalucia,0
2019,segundo,policia_victima,almeria,andalucia,674
2019,segundo,policia_familiar,almeria,andalucia,17
2019,segundo,intervencion_policial_directa,almeria,andalucia,70
2019,segundo,parte_lesiones,almeria,andalucia,95
2019,segundo,asistencia_terceros,almeria,andalucia,39
2019,tercero,victima,almeria,andalucia,3
2019,tercero,familiar,almeria,andalucia,0
2019,tercero,policia_victima,almeria,andalucia,763
2019,tercero,policia_familiar,almeria,andalucia,7
2019,tercero,intervencion_policial_directa,almeria,andalucia,54
2019,tercero,parte_lesiones,almeria,andalucia,105
2019,tercero,asistencia_terceros,almeria,andalucia,48
2019,cuarto,victima,almeria,andalucia,1
2019,cuarto,familiar,almeria,andalucia,0
2019,cuarto,policia_victima,almeria,andalucia,605
2019,cuarto,policia_familiar,almeria,andalucia,12
2019,cuarto,intervencion_policial_directa,almeria,andalucia,70
2019,cuarto,parte_lesiones,almeria,andalucia,124
2019,cuarto,asistencia_terceros,almeria,andalucia,82
2020,primero,victima,almeria,andalucia,10
2020,primero,familiar,almeria,andalucia,0
2020,primero,policia_victima,almeria,andalucia,620
2020,primero,policia_familiar,almeria,andalucia,1
2020,primero,intervencion_policial_directa,almeria,andalucia,47
2020,primero,parte_lesiones,almeria,andalucia,68
2020,primero,asistencia_terceros,almeria,andalucia,46
2020,segundo,victima,almeria,andalucia,1
2020,segundo,familiar,almeria,andalucia,0
2020,segundo,policia_victima,almeria,andalucia,521
2020,segundo,policia_familiar,almeria,andalucia,1
2020,segundo,intervencion_policial_directa,almeria,andalucia,38
2020,segundo,parte_lesiones,almeria,andalucia,71
2020,segundo,asistencia_terceros,almeria,andalucia,46
2020,tercero,victima,almeria,andalucia,2
2020,tercero,familiar,almeria,andalucia,0
2020,tercero,policia_victima,almeria,andalucia,752
2020,tercero,policia_familiar,almeria,andalucia,12
2020,tercero,intervencion_policial_directa,almeria,andalucia,68
2020,tercero,parte_lesiones,almeria,andalucia,178
2020,tercero,asistencia_terceros,almeria,andalucia,97
2020,cuarto,victima,almeria,andalucia,0
2020,cuarto,familiar,almeria,andalucia,0
2020,cuarto,policia_victima,almeria,andalucia,400
2020,cuarto,policia_familiar,almeria,andalucia,3
2020,cuarto,intervencion_policial_directa,almeria,andalucia,84
2020,cuarto,parte_lesiones,almeria,andalucia,173
2020,cuarto,asistencia_terceros,almeria,andalucia,126
2021,primero,victima,almeria,andalucia,100
2021,primero,familiar,almeria,andalucia,4
2021,primero,policia_victima,almeria,andalucia,381
2021,primero,policia_familiar,almeria,andalucia,1
2021,primero,intervencion_policial_directa,almeria,andalucia,15
2021,primero,parte_lesiones,almeria,andalucia,128
2021,primero,asistencia_terceros,almeria,andalucia,1
2021,segundo,victima,almeria,andalucia,72
2021,segundo,familiar,almeria,andalucia,4
2021,segundo,policia_victima,almeria,andalucia,487
2021,segundo,policia_familiar,almeria,andalucia,4
2021,segundo,intervencion_policial_directa,almeria,andalucia,18
2021,segundo,parte_lesiones,almeria,andalucia,86
2021,segundo,asistencia_terceros,almeria,andalucia,9
2021,tercero,victima,almeria,andalucia,4
2021,tercero,familiar,almeria,andalucia,0
2021,tercero,policia_victima,almeria,andalucia,738
2021,tercero,policia_familiar,almeria,andalucia,5
2021,tercero,intervencion_policial_directa,almeria,andalucia,95
2021,tercero,parte_lesiones,almeria,andalucia,148
2021,tercero,asistencia_terceros,almeria,andalucia,45
2021,cuarto,victima,almeria,andalucia,9
2021,cuarto,familiar,almeria,andalucia,0
2021,cuarto,policia_victima,almeria,andalucia,646
2021,cuarto,policia_familiar,almeria,andalucia,8
2021,cuarto,intervencion_policial_directa,almeria,andalucia,142
2021,cuarto,parte_lesiones,almeria,andalucia,121
2021,cuarto,asistencia_terceros,almeria,andalucia,29
2022,primero,victima,almeria,andalucia,0
2022,primero,familiar,almeria,andalucia,10
2022,primero,policia_victima,almeria,andalucia,554
2022,primero,policia_familiar,almeria,andalucia,32
2022,primero,intervencion_policial_directa,almeria,andalucia,111
2022,primero,parte_lesiones,almeria,andalucia,82
2022,primero,asistencia_terceros,almeria,andalucia,40
2022,segundo,victima,almeria,andalucia,4
2022,segundo,familiar,almeria,andalucia,0
2022,segundo,policia_victima,almeria,andalucia,701
2022,segundo,policia_familiar,almeria,andalucia,18
2022,segundo,intervencion_policial_directa,almeria,andalucia,127
2022,segundo,parte_lesiones,almeria,andalucia,159
2022,segundo,asistencia_terceros,almeria,andalucia,11
2022,tercero,victima,almeria,andalucia,2
2022,tercero,familiar,almeria,andalucia,0
2022,tercero,policia_victima,almeria,andalucia,845
2022,tercero,policia_familiar,almeria,andalucia,62
2022,tercero,intervencion_policial_directa,almeria,andalucia,114
2022,tercero,parte_lesiones,almeria,andalucia,95
2022,tercero,asistencia_terceros,almeria,andalucia,20
2022,cuarto,victima,almeria,andalucia,1
2022,cuarto,familiar,almeria,andalucia,0
2022,cuarto,policia_victima,almeria,andalucia,928
2022,cuarto,policia_familiar,almeria,andalucia,19
2022,cuarto,intervencion_policial_directa,almeria,andalucia,104
2022,cuarto,parte_lesiones,almeria,andalucia,31
2022,cuarto,asistencia_terceros,almeria,andalucia,0
2023,primero,victima,almeria,andalucia,0
2023,primero,familiar,almeria,andalucia,1
2023,primero,policia_victima,almeria,andalucia,835
2023,primero,policia_familiar,almeria,andalucia,11
2023,primero,intervencion_policial_directa,almeria,andalucia,88
2023,primero,parte_lesiones,almeria,andalucia,45
2023,primero,asistencia_terceros,almeria,andalucia,60
2023,segundo,victima,almeria,andalucia,0
2023,segundo,familiar,almeria,andalucia,2
2023,segundo,policia_victima,almeria,andalucia,763
2023,segundo,policia_familiar,almeria,andalucia,6
2023,segundo,intervencion_policial_directa,almeria,andalucia,96
2023,segundo,parte_lesiones,almeria,andalucia,56
2023,segundo,asistencia_terceros,almeria,andalucia,41
2009,primero,victima,cadiz,andalucia,140
2009,primero,familiar,cadiz,andalucia,17
2009,primero,policia_victima,cadiz,andalucia,549
2009,primero,policia_familiar,cadiz,andalucia,8
2009,primero,intervencion_policial_directa,cadiz,andalucia,30
2009,primero,parte_lesiones,cadiz,andalucia,65
2009,primero,asistencia_terceros,cadiz,andalucia,2
2009,segundo,victima,cadiz,andalucia,55
2009,segundo,familiar,cadiz,andalucia,6
2009,segundo,policia_victima,cadiz,andalucia,719
2009,segundo,policia_familiar,cadiz,andalucia,20
2009,segundo,intervencion_policial_directa,cadiz,andalucia,65
2009,segundo,parte_lesiones,cadiz,andalucia,58
2009,segundo,asistencia_terceros,cadiz,andalucia,1
2009,tercero,victima,cadiz,andalucia,148
2009,tercero,familiar,cadiz,andalucia,12
2009,tercero,policia_victima,cadiz,andalucia,683
2009,tercero,policia_familiar,cadiz,andalucia,29
2009,tercero,intervencion_policial_directa,cadiz,andalucia,72
2009,tercero,parte_lesiones,cadiz,andalucia,150
2009,tercero,asistencia_terceros,cadiz,andalucia,4
2009,cuarto,victima,cadiz,andalucia,88
2009,cuarto,familiar,cadiz,andalucia,2
2009,cuarto,policia_victima,cadiz,andalucia,564
2009,cuarto,policia_familiar,cadiz,andalucia,21
2009,cuarto,intervencion_policial_directa,cadiz,andalucia,84
2009,cuarto,parte_lesiones,cadiz,andalucia,100
2009,cuarto,asistencia_terceros,cadiz,andalucia,1
2010,primero,victima,cadiz,andalucia,120
2010,primero,familiar,cadiz,andalucia,2
2010,primero,policia_victima,cadiz,andalucia,534
2010,primero,policia_familiar,cadiz,andalucia,8
2010,primero,intervencion_policial_directa,cadiz,andalucia,58
2010,primero,parte_lesiones,cadiz,andalucia,83
2010,primero,asistencia_terceros,cadiz,andalucia,5
2010,segundo,victima,cadiz,andalucia,81
2010,segundo,familiar,cadiz,andalucia,5
2010,segundo,policia_victima,cadiz,andalucia,718
2010,segundo,policia_familiar,cadiz,andalucia,8
2010,segundo,intervencion_policial_directa,cadiz,andalucia,79
2010,segundo,parte_lesiones,cadiz,andalucia,69
2010,segundo,asistencia_terceros,cadiz,andalucia,0
2010,tercero,victima,cadiz,andalucia,127
2010,tercero,familiar,cadiz,andalucia,2
2010,tercero,policia_victima,cadiz,andalucia,683
2010,tercero,policia_familiar,cadiz,andalucia,31
2010,tercero,intervencion_policial_directa,cadiz,andalucia,95
2010,tercero,parte_lesiones,cadiz,andalucia,93
2010,tercero,asistencia_terceros,cadiz,andalucia,8
2010,cuarto,victima,cadiz,andalucia,33
2010,cuarto,familiar,cadiz,andalucia,3
2010,cuarto,policia_victima,cadiz,andalucia,754
2010,cuarto,policia_familiar,cadiz,andalucia,27
2010,cuarto,intervencion_policial_directa,cadiz,andalucia,80
2010,cuarto,parte_lesiones,cadiz,andalucia,90
2010,cuarto,asistencia_terceros,cadiz,andalucia,7
2011,primero,victima,cadiz,andalucia,59
2011,primero,familiar,cadiz,andalucia,7
2011,primero,policia_victima,cadiz,andalucia,585
2011,primero,policia_familiar,cadiz,andalucia,19
2011,primero,intervencion_policial_directa,cadiz,andalucia,79
2011,primero,parte_lesiones,cadiz,andalucia,111
2011,primero,asistencia_terceros,cadiz,andalucia,2
2011,segundo,victima,cadiz,andalucia,44
2011,segundo,familiar,cadiz,andalucia,3
2011,segundo,policia_victima,cadiz,andalucia,582
2011,segundo,policia_familiar,cadiz,andalucia,16
2011,segundo,intervencion_policial_directa,cadiz,andalucia,80
2011,segundo,parte_lesiones,cadiz,andalucia,67
2011,segundo,asistencia_terceros,cadiz,andalucia,21
2011,tercero,victima,cadiz,andalucia,88
2011,tercero,familiar,cadiz,andalucia,2
2011,tercero,policia_victima,cadiz,andalucia,632
2011,tercero,policia_familiar,cadiz,andalucia,25
2011,tercero,intervencion_policial_directa,cadiz,andalucia,61
2011,tercero,parte_lesiones,cadiz,andalucia,107
2011,tercero,asistencia_terceros,cadiz,andalucia,9
2011,cuarto,victima,cadiz,andalucia,61
2011,cuarto,familiar,cadiz,andalucia,0
2011,cuarto,policia_victima,cadiz,andalucia,556
2011,cuarto,policia_familiar,cadiz,andalucia,14
2011,cuarto,intervencion_policial_directa,cadiz,andalucia,106
2011,cuarto,parte_lesiones,cadiz,andalucia,82
2011,cuarto,asistencia_terceros,cadiz,andalucia,9
2012,primero,victima,cadiz,andalucia,53
2012,primero,familiar,cadiz,andalucia,0
2012,primero,policia_victima,cadiz,andalucia,617
2012,primero,policia_familiar,cadiz,andalucia,15
2012,primero,intervencion_policial_directa,cadiz,andalucia,120
2012,primero,parte_lesiones,cadiz,andalucia,64
2012,primero,asistencia_terceros,cadiz,andalucia,19
2012,segundo,victima,cadiz,andalucia,64
2012,segundo,familiar,cadiz,andalucia,3
2012,segundo,policia_victima,cadiz,andalucia,506
2012,segundo,policia_familiar,cadiz,andalucia,21
2012,segundo,intervencion_policial_directa,cadiz,andalucia,92
2012,segundo,parte_lesiones,cadiz,andalucia,74
2012,segundo,asistencia_terceros,cadiz,andalucia,12
2012,tercero,victima,cadiz,andalucia,53
2012,tercero,familiar,cadiz,andalucia,0
2012,tercero,policia_victima,cadiz,andalucia,594
2012,tercero,policia_familiar,cadiz,andalucia,37
2012,tercero,intervencion_policial_directa,cadiz,andalucia,95
2012,tercero,parte_lesiones,cadiz,andalucia,79
2012,tercero,asistencia_terceros,cadiz,andalucia,18
2012,cuarto,victima,cadiz,andalucia,79
2012,cuarto,familiar,cadiz,andalucia,6
2012,cuarto,policia_victima,cadiz,andalucia,547
2012,cuarto,policia_familiar,cadiz,andalucia,26
2012,cuarto,intervencion_policial_directa,cadiz,andalucia,138
2012,cuarto,parte_lesiones,cadiz,andalucia,117
2012,cuarto,asistencia_terceros,cadiz,andalucia,13
2013,primero,victima,cadiz,andalucia,76
2013,primero,familiar,cadiz,andalucia,0
2013,primero,policia_victima,cadiz,andalucia,626
2013,primero,policia_familiar,cadiz,andalucia,15
2013,primero,intervencion_policial_directa,cadiz,andalucia,69
2013,primero,parte_lesiones,cadiz,andalucia,87
2013,primero,asistencia_terceros,cadiz,andalucia,23
2013,segundo,victima,cadiz,andalucia,69
2013,segundo,familiar,cadiz,andalucia,1
2013,segundo,policia_victima,cadiz,andalucia,640
2013,segundo,policia_familiar,cadiz,andalucia,19
2013,segundo,intervencion_policial_directa,cadiz,andalucia,114
2013,segundo,parte_lesiones,cadiz,andalucia,104
2013,segundo,asistencia_terceros,cadiz,andalucia,25
2013,tercero,victima,cadiz,andalucia,83
2013,tercero,familiar,cadiz,andalucia,4
2013,tercero,policia_victima,cadiz,andalucia,606
2013,tercero,policia_familiar,cadiz,andalucia,10
2013,tercero,intervencion_policial_directa,cadiz,andalucia,142
2013,tercero,parte_lesiones,cadiz,andalucia,98
2013,tercero,asistencia_terceros,cadiz,andalucia,26
2013,cuarto,victima,cadiz,andalucia,73
2013,cuarto,familiar,cadiz,andalucia,1
2013,cuarto,policia_victima,cadiz,andalucia,557
2013,cuarto,policia_familiar,cadiz,andalucia,10
2013,cuarto,intervencion_policial_directa,cadiz,andalucia,128
2013,cuarto,parte_lesiones,cadiz,andalucia,101
2013,cuarto,asistencia_terceros,cadiz,andalucia,26
2014,primero,victima,cadiz,andalucia,108
2014,primero,familiar,cadiz,andalucia,2
2014,primero,policia_victima,cadiz,andalucia,493
2014,primero,policia_familiar,cadiz,andalucia,22
2014,primero,intervencion_policial_directa,cadiz,andalucia,91
2014,primero,parte_lesiones,cadiz,andalucia,109
2014,primero,asistencia_terceros,cadiz,andalucia,39
2014,segundo,victima,cadiz,andalucia,91
2014,segundo,familiar,cadiz,andalucia,2
